iteration,epoch,mode,loss,value
404500,848,train,render,0.13949701189994812
404500,848,train,total,0.1451053023338318
404600,848,train,eikonal,0.041113413870334625
404600,848,train,render,0.25954633951187134
404600,848,train,total,0.26365768909454346
404700,848,train,eikonal,0.0347067266702652
404700,848,train,render,0.2930614948272705
404700,848,train,total,0.29653215408325195
404800,848,train,eikonal,0.0313858836889267
404800,848,train,render,0.292510062456131
404800,848,train,total,0.2956486642360687
404900,848,train,eikonal,0.049501776695251465
404900,848,train,render,0.22374652326107025
404900,848,train,total,0.22869670391082764
405000,849,train,eikonal,0.048817988485097885
405000,849,train,render,0.1724531501531601
405000,849,train,total,0.1773349493741989
405100,849,train,eikonal,0.06805644929409027
405100,849,train,render,0.10863742232322693
405100,849,train,total,0.11544306576251984
405200,849,train,eikonal,0.06498447805643082
405200,849,train,render,0.08397503197193146
405200,849,train,total,0.0904734805226326
405300,849,train,eikonal,0.04867143929004669
405300,849,train,render,0.2136509120464325
405300,849,train,total,0.21851804852485657
405400,849,train,eikonal,0.0663766860961914
405400,849,train,render,0.09274023771286011
405400,849,train,total,0.09937790781259537
405500,850,train,eikonal,0.06573493778705597
405500,850,train,render,0.10434269160032272
405500,850,train,total,0.11091618239879608
405600,850,train,eikonal,0.02937423437833786
405600,850,train,render,0.2997586131095886
405600,850,train,total,0.3026960492134094
405700,850,train,eikonal,0.05008682608604431
405700,850,train,render,0.19329017400741577
405700,850,train,total,0.1982988566160202
405800,850,train,eikonal,0.06004895642399788
405800,850,train,render,0.10781020671129227
405800,850,train,total,0.11381509900093079
405900,850,train,eikonal,0.047189779579639435
405900,850,train,render,0.2046198695898056
405900,850,train,total,0.20933884382247925
406000,851,train,eikonal,0.03398095443844795
406000,851,train,render,0.28155121207237244
406000,851,train,total,0.28494930267333984
406100,851,train,eikonal,0.048980895429849625
406100,851,train,render,0.18530428409576416
406100,851,train,total,0.19020237028598785
406200,851,train,eikonal,0.07072825729846954
406200,851,train,render,0.0857047289609909
406200,851,train,total,0.0927775576710701
406300,851,train,eikonal,0.050730228424072266
406300,851,train,render,0.19107967615127563
406300,851,train,total,0.1961527019739151
406400,851,train,eikonal,0.05829472094774246
406400,851,train,render,0.13761018216609955
406400,851,train,total,0.1434396505355835
406500,852,train,eikonal,0.0653558075428009
406500,852,train,render,0.09667778015136719
406500,852,train,total,0.1032133623957634
406600,852,train,eikonal,0.03477415069937706
406600,852,train,render,0.2771795690059662
406600,852,train,total,0.28065699338912964
406700,852,train,eikonal,0.07250308245420456
406700,852,train,render,0.09879487752914429
406700,852,train,total,0.1060451865196228
406800,852,train,eikonal,0.052083298563957214
406800,852,train,render,0.21727615594863892
406800,852,train,total,0.22248448431491852
406900,853,train,eikonal,0.04842681437730789
406900,853,train,render,0.19958259165287018
406900,853,train,total,0.20442527532577515
407000,853,train,eikonal,0.025346120819449425
407000,853,train,render,0.3099370002746582
407000,853,train,total,0.3124715983867645
407100,853,train,eikonal,0.06594081223011017
407100,853,train,render,0.09365266561508179
407100,853,train,total,0.10024674981832504
407200,853,train,eikonal,0.03003382310271263
407200,853,train,render,0.3156237006187439
407200,853,train,total,0.31862708926200867
407300,853,train,eikonal,0.050455644726753235
407300,853,train,render,0.2044299840927124
407300,853,train,total,0.2094755470752716
407400,854,train,eikonal,0.047674231231212616
407400,854,train,render,0.18991947174072266
407400,854,train,total,0.1946868896484375
407500,854,train,eikonal,0.05103757604956627
407500,854,train,render,0.20680435001850128
407500,854,train,total,0.21190810203552246
407600,854,train,eikonal,0.04638480395078659
407600,854,train,render,0.21599909663200378
407600,854,train,total,0.22063757479190826
407700,854,train,eikonal,0.06557124853134155
407700,854,train,render,0.09352301061153412
407700,854,train,total,0.10008013248443604
407800,854,train,eikonal,0.039255522191524506
407800,854,train,render,0.2709353566169739
407800,854,train,total,0.2748609185218811
407900,855,train,eikonal,0.0496358796954155
407900,855,train,render,0.20477411150932312
407900,855,train,total,0.20973770320415497
408000,855,train,eikonal,0.06558361649513245
408000,855,train,render,0.12584762275218964
408000,855,train,total,0.13240598142147064
408100,855,train,eikonal,0.07047172635793686
408100,855,train,render,0.0940932109951973
408100,855,train,total,0.10114037990570068
408200,855,train,eikonal,0.035931844264268875
408200,855,train,render,0.2736673355102539
408200,855,train,total,0.27726051211357117
408300,855,train,eikonal,0.0488775297999382
408300,855,train,render,0.17466630041599274
408300,855,train,total,0.1795540601015091
408400,856,train,eikonal,0.02798554301261902
408400,856,train,render,0.30227988958358765
408400,856,train,total,0.3050784468650818
408500,856,train,eikonal,0.06943108886480331
408500,856,train,render,0.10254648327827454
408500,856,train,total,0.10948958992958069
408600,856,train,eikonal,0.05422767996788025
408600,856,train,render,0.15722262859344482
408600,856,train,total,0.1626453995704651
408700,856,train,eikonal,0.05743249133229256
408700,856,train,render,0.13682188093662262
408700,856,train,total,0.14256513118743896
408800,857,train,eikonal,0.046896353363990784
408800,857,train,render,0.23480835556983948
408800,857,train,total,0.23949798941612244
408900,857,train,eikonal,0.07017286866903305
408900,857,train,render,0.10671010613441467
408900,857,train,total,0.1137273907661438
409000,857,train,eikonal,0.05295311659574509
409000,857,train,render,0.15204018354415894
409000,857,train,total,0.15733548998832703
409100,857,train,eikonal,0.055323682725429535
409100,857,train,render,0.1894344538450241
409100,857,train,total,0.19496682286262512
409200,857,train,eikonal,0.056235797703266144
409200,857,train,render,0.18076470494270325
409200,857,train,total,0.1863882839679718
409300,858,train,eikonal,0.06453780084848404
409300,858,train,render,0.08531853556632996
409300,858,train,total,0.09177231788635254
409400,858,train,eikonal,0.06967054307460785
409400,858,train,render,0.0995284840464592
409400,858,train,total,0.10649553686380386
409500,858,train,eikonal,0.03286946937441826
409500,858,train,render,0.30481523275375366
409500,858,train,total,0.30810219049453735
409600,858,train,eikonal,0.06888289749622345
409600,858,train,render,0.10380025953054428
409600,858,train,total,0.11068855226039886
409700,858,train,eikonal,0.05522696301341057
409700,858,train,render,0.14650042355060577
409700,858,train,total,0.15202312171459198
409800,859,train,eikonal,0.02321786805987358
409800,859,train,render,0.35267478227615356
409800,859,train,total,0.35499656200408936
409900,859,train,eikonal,0.04955517500638962
409900,859,train,render,0.18244120478630066
409900,859,train,total,0.18739672005176544
410000,859,train,eikonal,0.07070505619049072
410000,859,train,render,0.09231896698474884
410000,859,train,total,0.0993894711136818
410100,859,train,eikonal,0.03396555781364441
410100,859,train,render,0.2786409854888916
410100,859,train,total,0.28203755617141724
410200,859,train,eikonal,0.06832510232925415
410200,859,train,render,0.09377411752939224
410200,859,train,total,0.10060662776231766
410300,860,train,eikonal,0.04415047913789749
410300,860,train,render,0.24581632018089294
410300,860,train,total,0.2502313554286957
410400,860,train,eikonal,0.04244009405374527
410400,860,train,render,0.22298288345336914
410400,860,train,total,0.22722689807415009
410500,860,train,eikonal,0.050110943615436554
410500,860,train,render,0.19422131776809692
410500,860,train,total,0.19923241436481476
410600,860,train,eikonal,0.06934373825788498
410600,860,train,render,0.10054756700992584
410600,860,train,total,0.1074819415807724
410700,861,train,eikonal,0.06767606735229492
410700,861,train,render,0.08984747529029846
410700,861,train,total,0.09661508351564407
410800,861,train,eikonal,0.05136352777481079
410800,861,train,render,0.20944350957870483
410800,861,train,total,0.21457986533641815
410900,861,train,eikonal,0.0429987832903862
410900,861,train,render,0.2082700878381729
410900,861,train,total,0.2125699669122696
411000,861,train,eikonal,0.050213348120450974
411000,861,train,render,0.18689310550689697
411000,861,train,total,0.19191443920135498
411100,861,train,eikonal,0.04766704514622688
411100,861,train,render,0.18432317674160004
411100,861,train,total,0.18908987939357758
411200,862,train,eikonal,0.04577477648854256
411200,862,train,render,0.19676153361797333
411200,862,train,total,0.2013390064239502
411300,862,train,eikonal,0.04906725883483887
411300,862,train,render,0.21259450912475586
411300,862,train,total,0.21750123798847198
411400,862,train,eikonal,0.06755252182483673
411400,862,train,render,0.10442395508289337
411400,862,train,total,0.11117921024560928
411500,862,train,eikonal,0.024310989305377007
411500,862,train,render,0.3334311246871948
411500,862,train,total,0.3358622193336487
411600,862,train,eikonal,0.049668483436107635
411600,862,train,render,0.17883312702178955
411600,862,train,total,0.18379998207092285
411700,863,train,eikonal,0.040117863565683365
411700,863,train,render,0.2546679973602295
411700,863,train,total,0.2586797773838043
411800,863,train,eikonal,0.060311757028102875
411800,863,train,render,0.10893647372722626
411800,863,train,total,0.11496765166521072
411900,863,train,eikonal,0.02883322536945343
411900,863,train,render,0.29510200023651123
411900,863,train,total,0.297985315322876
412000,863,train,eikonal,0.05152411013841629
412000,863,train,render,0.2015880048274994
412000,863,train,total,0.20674040913581848
412100,863,train,eikonal,0.05008365213871002
412100,863,train,render,0.17466405034065247
412100,863,train,total,0.17967242002487183
412200,864,train,eikonal,0.05429033935070038
412200,864,train,render,0.174648717045784
412200,864,train,total,0.18007774651050568
412300,864,train,eikonal,0.07142514735460281
412300,864,train,render,0.10071256756782532
412300,864,train,total,0.10785508155822754
412400,864,train,eikonal,0.04919815436005592
412400,864,train,render,0.210816890001297
412400,864,train,total,0.21573670208454132
412500,864,train,eikonal,0.03976622223854065
412500,864,train,render,0.24851734936237335
412500,864,train,total,0.2524939775466919
412600,864,train,eikonal,0.05076197534799576
412600,864,train,render,0.17419910430908203
412600,864,train,total,0.1792753040790558
412700,865,train,eikonal,0.07402148842811584
412700,865,train,render,0.0830737054347992
412700,865,train,total,0.09047585725784302
412800,865,train,eikonal,0.07459563761949539
412800,865,train,render,0.09846451878547668
412800,865,train,total,0.1059240847826004
412900,865,train,eikonal,0.07281740009784698
412900,865,train,render,0.0977201759815216
412900,865,train,total,0.10500191897153854
413000,865,train,eikonal,0.07196912169456482
413000,865,train,render,0.09054489433765411
413000,865,train,total,0.09774180501699448
413100,866,train,eikonal,0.07237240672111511
413100,866,train,render,0.09574122726917267
413100,866,train,total,0.10297846794128418
413200,866,train,eikonal,0.055000439286231995
413200,866,train,render,0.16170188784599304
413200,866,train,total,0.1672019362449646
413300,866,train,eikonal,0.03341764211654663
413300,866,train,render,0.30511224269866943
413300,866,train,total,0.3084540069103241
413400,866,train,eikonal,0.048857394605875015
413400,866,train,render,0.20832927525043488
413400,866,train,total,0.21321500837802887
413500,866,train,eikonal,0.053545285016298294
413500,866,train,render,0.2175789177417755
413500,866,train,total,0.22293344140052795
413600,867,train,eikonal,0.06806837022304535
413600,867,train,render,0.1152612715959549
413600,867,train,total,0.12206810712814331
413700,867,train,eikonal,0.05135166645050049
413700,867,train,render,0.2045471966266632
413700,867,train,total,0.20968236029148102
413800,867,train,eikonal,0.05132065713405609
413800,867,train,render,0.17169323563575745
413800,867,train,total,0.17682529985904694
413900,867,train,eikonal,0.0583900548517704
413900,867,train,render,0.15536975860595703
413900,867,train,total,0.16120876371860504
414000,867,train,eikonal,0.03354762867093086
414000,867,train,render,0.2946327030658722
414000,867,train,total,0.2979874610900879
414100,868,train,eikonal,0.06927342712879181
414100,868,train,render,0.11300629377365112
414100,868,train,total,0.11993363499641418
414200,868,train,eikonal,0.046015236526727676
414200,868,train,render,0.21232464909553528
414200,868,train,total,0.21692617237567902
414300,868,train,eikonal,0.055429041385650635
414300,868,train,render,0.1478961557149887
414300,868,train,total,0.15343905985355377
414400,868,train,eikonal,0.04682007431983948
414400,868,train,render,0.2006804347038269
414400,868,train,total,0.2053624391555786
414500,868,train,eikonal,0.06868677586317062
414500,868,train,render,0.10122513771057129
414500,868,train,total,0.10809381306171417
414600,869,train,eikonal,0.06269991397857666
414600,869,train,render,0.09924197942018509
414600,869,train,total,0.10551197081804276
414700,869,train,eikonal,0.05186504125595093
414700,869,train,render,0.1806870698928833
414700,869,train,total,0.18587356805801392
414800,869,train,eikonal,0.05494559556245804
414800,869,train,render,0.19305819272994995
414800,869,train,total,0.19855275750160217
414900,869,train,eikonal,0.070341557264328
414900,869,train,render,0.10275401920080185
414900,869,train,total,0.10978817194700241
415000,870,train,eikonal,0.07065471261739731
415000,870,train,render,0.09562712907791138
415000,870,train,total,0.1026926040649414
415100,870,train,eikonal,0.050881531089544296
415100,870,train,render,0.22666531801223755
415100,870,train,total,0.23175346851348877
415200,870,train,eikonal,0.06322947144508362
415200,870,train,render,0.09396196901798248
415200,870,train,total,0.10028491914272308
415300,870,train,eikonal,0.0683361291885376
415300,870,train,render,0.10424602031707764
415300,870,train,total,0.1110796332359314
415400,870,train,eikonal,0.05249783769249916
415400,870,train,render,0.19109618663787842
415400,870,train,total,0.1963459700345993
415500,871,train,eikonal,0.06940431892871857
415500,871,train,render,0.1012871190905571
415500,871,train,total,0.10822755098342896
415600,871,train,eikonal,0.07022033631801605
415600,871,train,render,0.09217744320631027
415600,871,train,total,0.09919947385787964
415700,871,train,eikonal,0.07047583162784576
415700,871,train,render,0.09981738030910492
415700,871,train,total,0.10686496645212173
415800,871,train,eikonal,0.04714471846818924
415800,871,train,render,0.2200894057750702
415800,871,train,total,0.2248038798570633
415900,871,train,eikonal,0.045225415378808975
415900,871,train,render,0.19919465482234955
415900,871,train,total,0.2037172019481659
416000,872,train,eikonal,0.03279346227645874
416000,872,train,render,0.2994216978549957
416000,872,train,total,0.30270105600357056
416100,872,train,eikonal,0.05607807636260986
416100,872,train,render,0.14435768127441406
416100,872,train,total,0.14996549487113953
416200,872,train,eikonal,0.0346955731511116
416200,872,train,render,0.2880443334579468
416200,872,train,total,0.2915138900279999
416300,872,train,eikonal,0.05145532265305519
416300,872,train,render,0.186949223279953
416300,872,train,total,0.19209475815296173
416400,872,train,eikonal,0.03132231906056404
416400,872,train,render,0.2948499619960785
416400,872,train,total,0.29798218607902527
416500,873,train,eikonal,0.053395334631204605
416500,873,train,render,0.16267603635787964
416500,873,train,total,0.16801556944847107
416600,873,train,eikonal,0.06822541356086731
416600,873,train,render,0.08460286259651184
416600,873,train,total,0.09142540395259857
416700,873,train,eikonal,0.06572125107049942
416700,873,train,render,0.08571244776248932
416700,873,train,total,0.09228457510471344
416800,873,train,eikonal,0.06884125620126724
416800,873,train,render,0.09795572608709335
416800,873,train,total,0.10483985394239426
416900,874,train,eikonal,0.05362730473279953
416900,874,train,render,0.18646666407585144
416900,874,train,total,0.1918293982744217
417000,874,train,eikonal,0.04904616251587868
417000,874,train,render,0.1947944015264511
417000,874,train,total,0.1996990144252777
417100,874,train,eikonal,0.049435410648584366
417100,874,train,render,0.2020048052072525
417100,874,train,total,0.20694833993911743
417200,874,train,eikonal,0.036485135555267334
417200,874,train,render,0.260356605052948
417200,874,train,total,0.2640051245689392
417300,874,train,eikonal,0.05726916342973709
417300,874,train,render,0.14576029777526855
417300,874,train,total,0.15148721635341644
417400,875,train,eikonal,0.07004561275243759
417400,875,train,render,0.09102015197277069
417400,875,train,total,0.09802471101284027
417500,875,train,eikonal,0.04926353320479393
417500,875,train,render,0.17115047574043274
417500,875,train,total,0.17607682943344116
417600,875,train,eikonal,0.0386938601732254
417600,875,train,render,0.2654227018356323
417600,875,train,total,0.26929208636283875
417700,875,train,eikonal,0.04724875092506409
417700,875,train,render,0.1879965215921402
417700,875,train,total,0.1927213966846466
417800,875,train,eikonal,0.05163028836250305
417800,875,train,render,0.22743768990039825
417800,875,train,total,0.23260071873664856
417900,876,train,eikonal,0.05446065962314606
417900,876,train,render,0.18599852919578552
417900,876,train,total,0.19144459068775177
418000,876,train,eikonal,0.06553976237773895
418000,876,train,render,0.0907331109046936
418000,876,train,total,0.09728708863258362
418100,876,train,eikonal,0.043910808861255646
418100,876,train,render,0.20076553523540497
418100,876,train,total,0.205156609416008
418200,876,train,eikonal,0.059407394379377365
418200,876,train,render,0.13655689358711243
418200,876,train,total,0.14249762892723083
418300,876,train,eikonal,0.05000612139701843
418300,876,train,render,0.22228819131851196
418300,876,train,total,0.22728879749774933
418400,877,train,eikonal,0.050587281584739685
418400,877,train,render,0.21299730241298676
418400,877,train,total,0.21805602312088013
418500,877,train,eikonal,0.032885827124118805
418500,877,train,render,0.31515464186668396
418500,877,train,total,0.318443238735199
418600,877,train,eikonal,0.07066691666841507
418600,877,train,render,0.10596436262130737
418600,877,train,total,0.1130310520529747
418700,877,train,eikonal,0.038081634789705276
418700,877,train,render,0.24881744384765625
418700,877,train,total,0.25262561440467834
418800,877,train,eikonal,0.06877738237380981
418800,877,train,render,0.10168418288230896
418800,877,train,total,0.1085619181394577
418900,878,train,eikonal,0.06684336066246033
418900,878,train,render,0.0990033969283104
418900,878,train,total,0.10568773001432419
419000,878,train,eikonal,0.04823247343301773
419000,878,train,render,0.19449150562286377
419000,878,train,total,0.19931475818157196
419100,878,train,eikonal,0.04792633652687073
419100,878,train,render,0.20070093870162964
419100,878,train,total,0.20549356937408447
419200,878,train,eikonal,0.061865437775850296
419200,878,train,render,0.1042541116476059
419200,878,train,total,0.11044065654277802
419300,879,train,eikonal,0.06142418086528778
419300,879,train,render,0.15287357568740845
419300,879,train,total,0.15901599824428558
419400,879,train,eikonal,0.05110194534063339
419400,879,train,render,0.21428413689136505
419400,879,train,total,0.21939432621002197
419500,879,train,eikonal,0.02613675594329834
419500,879,train,render,0.3392566740512848
419500,879,train,total,0.34187033772468567
419600,879,train,eikonal,0.051395587623119354
419600,879,train,render,0.1820673644542694
419600,879,train,total,0.1872069239616394
419700,879,train,eikonal,0.03095715306699276
419700,879,train,render,0.3492516279220581
419700,879,train,total,0.35234734416007996
419800,880,train,eikonal,0.07191069424152374
419800,880,train,render,0.11200496554374695
419800,880,train,total,0.11919603496789932
419900,880,train,eikonal,0.051652081310749054
419900,880,train,render,0.16010600328445435
419900,880,train,total,0.16527120769023895
420000,880,train,eikonal,0.029609620571136475
420000,880,train,render,0.28523069620132446
420000,880,train,total,0.28819164633750916
420100,880,train,eikonal,0.04924742132425308
420100,880,train,render,0.16646116971969604
420100,880,train,total,0.17138591408729553
420200,880,train,eikonal,0.07688610255718231
420200,880,train,render,0.08875468373298645
420200,880,train,total,0.0964432954788208
420300,881,train,eikonal,0.07139861583709717
420300,881,train,render,0.09500056505203247
420300,881,train,total,0.10214042663574219
420400,881,train,eikonal,0.0696198120713234
420400,881,train,render,0.09157076478004456
420400,881,train,total,0.09853274375200272
420500,881,train,eikonal,0.06378455460071564
420500,881,train,render,0.08739148080348969
420500,881,train,total,0.09376993775367737
420600,881,train,eikonal,0.055810004472732544
420600,881,train,render,0.1927773803472519
420600,881,train,total,0.19835838675498962
420700,881,train,eikonal,0.05345865339040756
420700,881,train,render,0.16786953806877136
420700,881,train,total,0.17321540415287018
420800,882,train,eikonal,0.027765702456235886
420800,882,train,render,0.30776292085647583
420800,882,train,total,0.31053948402404785
420900,882,train,eikonal,0.06685967743396759
420900,882,train,render,0.12756198644638062
420900,882,train,total,0.13424795866012573
421000,882,train,eikonal,0.07062709331512451
421000,882,train,render,0.10303997993469238
421000,882,train,total,0.11010269075632095
421100,882,train,eikonal,0.05384247004985809
421100,882,train,render,0.19277183711528778
421100,882,train,total,0.19815608859062195
421200,883,train,eikonal,0.0352521687746048
421200,883,train,render,0.31939786672592163
421200,883,train,total,0.32292309403419495
421300,883,train,eikonal,0.03477032482624054
421300,883,train,render,0.2782471477985382
421300,883,train,total,0.2817241847515106
421400,883,train,eikonal,0.059531521052122116
421400,883,train,render,0.16038542985916138
421400,883,train,total,0.16633857786655426
421500,883,train,eikonal,0.031281545758247375
421500,883,train,render,0.3591417670249939
421500,883,train,total,0.36226990818977356
421600,883,train,eikonal,0.057233572006225586
421600,883,train,render,0.1446504145860672
421600,883,train,total,0.15037377178668976
421700,884,train,eikonal,0.045312393456697464
421700,884,train,render,0.23089845478534698
421700,884,train,total,0.23542968928813934
421800,884,train,eikonal,0.07008402049541473
421800,884,train,render,0.08188202977180481
421800,884,train,total,0.0888904333114624
421900,884,train,eikonal,0.059983134269714355
421900,884,train,render,0.127792090177536
421900,884,train,total,0.13379040360450745
422000,884,train,eikonal,0.06013497710227966
422000,884,train,render,0.1499509960412979
422000,884,train,total,0.15596449375152588
422100,884,train,eikonal,0.0468623973429203
422100,884,train,render,0.20129410922527313
422100,884,train,total,0.2059803456068039
422200,885,train,eikonal,0.051251161843538284
422200,885,train,render,0.1847999095916748
422200,885,train,total,0.18992502987384796
422300,885,train,eikonal,0.06910087168216705
422300,885,train,render,0.09130026400089264
422300,885,train,total,0.09821034967899323
422400,885,train,eikonal,0.060891490429639816
422400,885,train,render,0.13061444461345673
422400,885,train,total,0.13670359551906586
422500,885,train,eikonal,0.06667465716600418
422500,885,train,render,0.09522248804569244
422500,885,train,total,0.1018899530172348
422600,885,train,eikonal,0.06410160660743713
422600,885,train,render,0.0979914665222168
422600,885,train,total,0.10440162569284439
422700,886,train,eikonal,0.042422834783792496
422700,886,train,render,0.22286882996559143
422700,886,train,total,0.2271111160516739
422800,886,train,eikonal,0.048955176025629044
422800,886,train,render,0.19525118172168732
422800,886,train,total,0.20014670491218567
422900,886,train,eikonal,0.06750286370515823
422900,886,train,render,0.11148260533809662
422900,886,train,total,0.11823289096355438
423000,886,train,eikonal,0.059087805449962616
423000,886,train,render,0.14229154586791992
423000,886,train,total,0.14820033311843872
423100,887,train,eikonal,0.0504516065120697
423100,887,train,render,0.20337313413619995
423100,887,train,total,0.20841829478740692
423200,887,train,eikonal,0.06184012070298195
423200,887,train,render,0.11917947232723236
423200,887,train,total,0.12536348402500153
423300,887,train,eikonal,0.03924303129315376
423300,887,train,render,0.26345065236091614
423300,887,train,total,0.2673749625682831
423400,887,train,eikonal,0.026884131133556366
