iteration,epoch,mode,loss,value
5600,40,train,render,0.2758062779903412
5600,40,train,total,0.2767961621284485
5700,41,train,eikonal,0.0034342806320637465
5700,41,train,render,0.3167034983634949
5700,41,train,total,0.3170469403266907
5800,42,train,eikonal,0.004337579943239689
5800,42,train,render,0.2682398557662964
5800,42,train,total,0.2686736285686493
5900,43,train,eikonal,0.008738551288843155
5900,43,train,render,0.29923564195632935
5900,43,train,total,0.30010950565338135
6000,43,train,eikonal,0.005892543587833643
6000,43,train,render,0.2900359034538269
6000,43,train,total,0.2906251549720764
6100,44,train,eikonal,0.005653943866491318
6100,44,train,render,0.28546392917633057
6100,44,train,total,0.28602930903434753
6200,45,train,eikonal,0.005042213946580887
6200,45,train,render,0.2654650807380676
6200,45,train,total,0.26596930623054504
6300,45,train,eikonal,0.009058683179318905
6300,45,train,render,0.32956379652023315
6300,45,train,total,0.33046966791152954
6400,46,train,eikonal,0.0037856041453778744
6400,46,train,render,0.2869816720485687
6400,46,train,total,0.28736022114753723
6500,47,train,eikonal,0.0035240650177001953
6500,47,train,render,0.2606872320175171
6500,47,train,total,0.2610396444797516
6600,48,train,eikonal,0.004842753522098064
6600,48,train,render,0.29000020027160645
6600,48,train,total,0.2904844880104065
6700,48,train,eikonal,0.015477988868951797
6700,48,train,render,0.3314574956893921
6700,48,train,total,0.33300530910491943
6800,49,train,eikonal,0.010702553205192089
6800,49,train,render,0.33325594663619995
6800,49,train,total,0.33432620763778687
6900,50,train,eikonal,0.007139022462069988
6900,50,train,render,0.31883031129837036
6900,50,train,total,0.3195442259311676
7000,51,train,eikonal,0.01184835284948349
7000,51,train,render,0.2938498556613922
7000,51,train,total,0.2950346767902374
7100,51,train,eikonal,0.008509182371199131
7100,51,train,render,0.3094109296798706
7100,51,train,total,0.3102618455886841
7200,52,train,eikonal,0.004731438122689724
7200,52,train,render,0.2444095015525818
7200,52,train,total,0.24488264322280884
7300,53,train,eikonal,0.004807528108358383
7300,53,train,render,0.2759026288986206
7300,53,train,total,0.2763833701610565
7400,54,train,eikonal,0.006248444318771362
7400,54,train,render,0.2964111566543579
7400,54,train,total,0.29703599214553833
7500,54,train,eikonal,0.005958647467195988
7500,54,train,render,0.2613477110862732
7500,54,train,total,0.2619435787200928
7600,55,train,eikonal,0.0035943728871643543
7600,55,train,render,0.29232698678970337
7600,55,train,total,0.29268643260002136
7700,56,train,eikonal,0.005107209086418152
7700,56,train,render,0.27699828147888184
7700,56,train,total,0.27750900387763977
7800,56,train,eikonal,0.00744887487962842
7800,56,train,render,0.29216432571411133
7800,56,train,total,0.2929092049598694
7900,57,train,eikonal,0.004065920598804951
7900,57,train,render,0.3027709126472473
7900,57,train,total,0.30317750573158264
8000,58,train,eikonal,0.010685279965400696
8000,58,train,render,0.2647247910499573
8000,58,train,total,0.2657933235168457
8100,59,train,eikonal,0.005974719766527414
8100,59,train,render,0.2924872636795044
8100,59,train,total,0.2930847406387329
8200,59,train,eikonal,0.010760940611362457
8200,59,train,render,0.30309563875198364
8200,59,train,total,0.30417174100875854
8300,60,train,eikonal,0.007903013378381729
8300,60,train,render,0.2707478702068329
8300,60,train,total,0.2715381681919098
8400,61,train,eikonal,0.004193555563688278
8400,61,train,render,0.30110493302345276
8400,61,train,total,0.30152428150177
8500,62,train,eikonal,0.006674663163721561
8500,62,train,render,0.29500073194503784
8500,62,train,total,0.29566818475723267
8600,62,train,eikonal,0.012849991209805012
8600,62,train,render,0.2897561192512512
8600,62,train,total,0.2910411059856415
8700,63,train,eikonal,0.011945594102144241
8700,63,train,render,0.2990216612815857
8700,63,train,total,0.3002162277698517
8800,64,train,eikonal,0.009115798398852348
8800,64,train,render,0.2949374318122864
8800,64,train,total,0.2958490252494812
8900,64,train,eikonal,0.007387891877442598
8900,64,train,render,0.29218319058418274
8900,64,train,total,0.2929219901561737
9000,65,train,eikonal,0.006699055433273315
9000,65,train,render,0.2776470482349396
9000,65,train,total,0.2783169448375702
9100,66,train,eikonal,0.00434141606092453
9100,66,train,render,0.2727259397506714
9100,66,train,total,0.27316007018089294
9200,67,train,eikonal,0.0060378992930054665
9200,67,train,render,0.28972190618515015
9200,67,train,total,0.29032570123672485
9300,67,train,eikonal,0.007906571961939335
9300,67,train,render,0.25552940368652344
9300,67,train,total,0.256320059299469
9400,68,train,eikonal,0.010880501009523869
9400,68,train,render,0.3123995065689087
9400,68,train,total,0.31348755955696106
9500,69,train,eikonal,0.004247559234499931
9500,69,train,render,0.2979426980018616
9500,69,train,total,0.298367440700531
9600,70,train,eikonal,0.011415993794798851
9600,70,train,render,0.3342054486274719
9600,70,train,total,0.335347056388855
9700,70,train,eikonal,0.007353244349360466
9700,70,train,render,0.3032490909099579
9700,70,train,total,0.3039844036102295
9800,71,train,eikonal,0.005058049224317074
9800,71,train,render,0.27180665731430054
9800,71,train,total,0.2723124623298645
9900,72,train,eikonal,0.008125944063067436
9900,72,train,render,0.2965761423110962
9900,72,train,total,0.2973887324333191
10000,72,train,eikonal,0.013311279937624931
10000,72,train,render,0.28911304473876953
10000,72,train,total,0.29044416546821594
