iteration,epoch,mode,loss,value
0,0,val,render,0.0716680958867073
0,0,val,total,0.0716680958867073
100,1,train,eikonal,0.006060963496565819
100,1,train,render,0.2641693949699402
100,1,train,total,0.26477548480033875
200,2,train,eikonal,0.06330734491348267
200,2,train,render,0.230092853307724
200,2,train,total,0.2364235818386078
300,3,train,eikonal,0.004001135937869549
300,3,train,render,0.2053520232439041
300,3,train,total,0.20575213432312012
